,28,40,44
1,0.0,0.0,0.0
2,3.56932003099293e-29,1.24824600637756e-34,2.27657233817727e-36
3,1.06228053457952e-19,1.47999082142128e-23,1.05805751393835e-24
4,1.05917594802745e-14,1.21647278624822e-17,1.59598072342579e-18
5,1.05601446988389e-11,4.17082281261475e-14,7.69837544355145e-15
6,1.07347998822578e-09,1.01874698657708e-11,2.39795342643875e-12
7,2.90617750453466e-08,5.34454213833147e-10,1.51191876967584e-10
8,3.39412871148376e-07,1.03681721928572e-08,3.3710929318457e-09
9,2.25802032101093e-06,1.0316146416394e-07,3.7412972375396e-08
10,1.01307205055007e-05,6.41695472465021e-07,2.53945097626625e-07
11,3.41458189664733e-05,2.83217646789241e-06,1.20254764655393e-06
12,9.29257667258039e-05,9.67083920278318e-06,4.35095165923533e-06
13,0.000214650516440245,2.71103109239828e-05,1.27978451624862e-05
14,0.000436123573972509,6.51111682679759e-05,3.20022705698574e-05
15,0.000800023847668616,0.000138232070290116,7.03012010808779e-05
16,0.00135114376136544,0.000265576900656971,0.000139054166037431
17,0.0021324421814533,0.000470081859980824,0.000252351378127601
18,0.00318166450517719,0.000777304274731398,0.000426344195087209
19,0.00452887187664472,0.00121396743142274,0.000678347835202662
20,0.00619494632388152,0.0018064507477837,0.00102584407620167
21,0.00819113603354339,0.00257939538794565,0.0014855006498217
22,0.0105193271153458,0.00355458319393614,0.00207234161512188
23,0.0131728558533482,0.00475011349947656,0.00279910170426249
24,0.0161376968271972,0.00617989394608102,0.00367578962931861
25,0.0193937899353894,0.00785340198430116,0.00470944648978366
26,0.0229165859572273,0.00977586240707295,0.00590420156945567
27,0.026678238681519,0.0119484101147879,0.00726133880671918
28,0.0306485514728579,0.0143681839911223,0.00877932827173378
29,0.034796146083619,0.0170287227986159,0.0104540739834898
30,0.0390896941642322,0.0199208396666029,0.0122795131237242
31,0.0434984333278982,0.0230329784079253,0.0142478685247451
32,0.0479926163625935,0.0263516043907022,0.016349929384663
