,28,40,44
0,0.002944189262468814,-0.013883851879390459,0.0017125049695891348
0,0.00204741136323321,0.01363013812060955,-0.00023513480275127313
0,0.0028586579302790557,0.010716892120609542,-0.0021827745750916602
0,-0.0017956436858807268,0.007479952120609541,-0.00023513480275125231
0,-0.003162048783298633,0.0042430121206798455,0.00019767403555991797
0,0.004310596384571538,-0.002554561861030355,0.0012796961358421191
0,0.004353414739860433,0.003271931080547741,0.0032273361912177473
0,0.007172272896906258,0.0003587027603013451,0.004092960050839783
0,0.009652160382058024,-0.0009359062543721555,-0.008458430285022987
0,0.014919579271544893,-0.0002875492311460587,-0.006943176414334999
0,-0.010995664019653616,0.0010111700836150442,-0.007374116001682612
0,-0.013698522339262921,-0.003831930997284058,-0.00823348014199382
0,-0.011151467798379111,-0.007037480217538354,-0.0047540906409623
0,-0.007591513129442716,-0.010529712903913156,0.001127616309955344
0,-0.013775132527403965,-0.014606113768079458,0.0016384312494367587
0,0.004682895492231429,-0.010816262803058259,0.000481213036900581
0,0.003384032857682885,0.012857808011651845,-0.0018809761327347393
0,0.00884746215455414,0.008879098680997746,-0.0008683135997138991
0,0.00880648709654338,0.005457081417485743,0.0033414423590083647
0,0.007245971571117296,0.005228775032609441,0.0038632979438172413
0,0.023248266458841108,0.0033831338936929425,0.005930176414016379
0,0.025532459733926358,0.01193605697203505,0.008063871681609547
0,0.03711490837020122,0.00988002105577234,0.010513298097475768
0,0.04576752928762156,0.010511540900800746,0.0016199085860194307
0,0.054536468194459495,0.016113630143186244,0.004776770988061507
0,0.03737628386053956,0.02119276129145954,0.006798362821256121
0,0.0459057609206064,0.019600500749767047,0.009857609658734293
0,0.057737026093927765,0.02007143413453244,0.010278486076990237
0,0.06469797322712645,0.021623214034269145,0.02320656546694086
0,0.07466842020725198,0.02553410141096725,0.027859264487529206
0,0.09706556890861485,0.02789888132599365,0.03028375032875627
0,0.11086149104815701,0.05717822954420375,0.032844580377574636
0,0.11719154856451469,0.06155403354518875,0.0381196371948392
0,0.12496503970356324,0.06430328590326174,0.04825157369562304
0,0.13476726916179838,0.06863272326490175,0.05564303022529561
0,0.16106493696829013,0.06997978794187475,0.06243357078758449
0,0.17246786462218766,0.08902991601790673,0.06946353561924634
0,0.18349279582929134,0.09241196245887874,0.07649089047875408
0,0.19785657690061814,0.09984120312463175,0.0709385094165771
0,0.2162494434229852,0.11031745247991574,0.07939878483644232
0,0.19952423124843605,0.11474932776128276,0.08583299369662291
0,0.21166009476942313,0.11667093705847174,0.09476168430568226
0,0.22359440268492228,0.12220723761023673,0.09966958680890027
0,0.22787505381727877,0.12745036724073977,0.11438464888273157
0,0.24937607876778226,0.13496775610811473,0.1209243776419625
0,0.26220417594037293,0.13988351252140874,0.12705965435285954
0,0.2718960457369798,0.17131118937613676,0.13493608534932305
0,0.28065996244472424,0.17420541459345773,0.14193958614401758
0,0.2889559314697475,0.17833019161531172,0.15432993984161464
0,0.29690380226624324,0.18334740896296176,0.16278700557616071
0,0.3244813906268008,0.18859675341974674,0.16989418785281335
0,0.3257811057883294,0.20992753565644273,0.17888515660093562
0,0.341877706913956,0.2143126828709777,0.18715195349164565
