,28,40,44,time
0,0.0,0.0,0.0,0.0
0,-0.000896777899235604,0.02751399000000001,-0.001947639772340408,0.001
0,-8.553133218975814e-05,0.024600744,-0.003895279544680795,0.002
0,-0.004739832948347849,0.021363804,-0.001947639772340387,0.003
0,-0.006106238043956384,0.018126864000083405,-0.001514830934027149,0.004
0,0.001366407240631029,0.011329290020374902,-0.0004328088334884933,0.005
0,0.0014092282885462895,0.0171557830689084,0.001514831237278795,0.006
0,0.004228111678127162,0.014242556736344406,0.002380455371833158,0.007
0,0.006708124359354695,0.0129479663229283,-0.010170932663089452,0.008
0,0.011975928303093328,0.0135964313909449,-0.008655667443807274,0.009
0,-0.013938538125606185,0.0148955883529358,-0.009086573727992882,0.01
0,-0.01664049643500564,0.010053855678405506,-0.009945876843228674,0.011
0,-0.014093684462032886,0.006851794621847901,-0.006466464719190372,0.012
0,-0.010538103772802652,0.0033671623365359032,-0.0005850282607451837,0.013
0,-0.016735518540755327,-0.0006946178594197938,-7.540560002924912e-05,0.014
0,0.00169141899963594,0.0031207058013139055,-0.0012359384983016489,0.015
0,0.00033369171559552435,0.026835683719961596,-0.003605558239486939,0.016
0,0.005697819765116453,0.0229184125494628,-0.0026073782311251195,0.017
0,0.005502803769495433,0.019583716862845504,0.0015769251818875257,0.018
0,0.003718190159464646,0.019473907495567405,0.0020574727191217043,0.019
0,0.019410883667122538,0.017782856775891302,0.004061399890235996,0.02
0,0.02128501849414356,0.0265308063878723,0.0061040085975142405,0.021
0,0.03234304658388956,0.0247138449989531,0.008427244533494735,0.022
0,0.04034445055999475,0.025631241892162003,-0.0006346570742266147,0.023
0,0.04832476168116953,0.031567809968602305,0.0023041029450283773,0.024
0,0.030230290054778047,0.0370312008141459,0.004051136875125899,0.025
0,0.0376737474923451,0.0358734982295758,0.006773064024242589,0.026
0,0.04826283955239802,0.036828717982244706,0.00678794078014211,0.027
0,0.05382286604893781,0.038912855597231906,0.019235861424663908,0.028
0,0.06223345549000937,0.0434023133332058,0.023329841895745856,0.029
0,0.08291347449231219,0.046389650815850704,0.02511360773999971,0.03
0,0.09483813936049273,0.07633287078140422,0.026949134026081095,0.031
0,0.0991471885084986,0.0814108336529232,0.03141259341662764,0.032
0,0.10475542867259821,0.08489728747949221,0.040645805029094276,0.033
0,0.1122546846375525,0.0899956162164742,0.04705142206150219,0.034
0,0.13611891462759138,0.09213972382365321,0.05276970976605705,0.035
0,0.1449658961617443,0.11201162203100021,0.05864251312333377,0.036
0,0.1533207691642353,0.11623683136843022,0.06442998310986145,0.037
0,0.16490908829335335,0.12452740765165621,0.05755777968249719,0.038
0,0.18042986963864074,0.1358799679756972,0.06462151404979247,0.039
0,0.16074474320897894,0.14119999822203022,0.06958605506244418,0.04
0,0.1698415209567928,0.1440184929203652,0.07697578096232939,0.041
0,0.1786663506472864,0.1504576932679792,0.08027971891363538,0.042
0,0.1797755322798594,0.1566069190245122,0.09333010356801587,0.043
0,0.19805154192133315,0.16503136778068522,0.09814921091765848,0.044
0,0.20760906157970324,0.1708527512167832,0.10251253477584697,0.045
0,0.21399256945679246,0.2031827141904362,0.10857058238393129,0.046
0,0.21941769157931357,0.2069738830236952,0.11371400058539512,0.047
0,0.22435140249063285,0.2119885714453712,0.12420737974680414,0.048
0,0.22892020211872663,0.2178870367405212,0.1307352644616489,0.049
0,0.2531081251538634,0.2240074615019592,0.13588561168715246,0.05
0,0.2510134851649533,0.2461978907910162,0.14289664140398906,0.051
0,0.2637166231103165,0.2514299742634792,0.1491646493708933,0.052
0,0.27174893469956773,0.2587914640540912,0.14083386587396174,0.053
0,0.27848884247113176,0.2653601722589012,0.1462482588751733,0.054
0,0.2592597786857157,0.27533630734761716,0.15198652603510976,0.055
0,0.2528818088369158,0.2741469805445772,0.15609759064020978,0.056
0,0.26281966651696037,0.2782948479786402,0.16052628254452206,0.057
0,0.2660212919481044,0.28259604339680017,0.17176257452259858,0.058
0,0.27530304644387504,0.28834142999306517,0.17682061529053061,0.059
0,0.2809786180879116,0.2964989227325552,0.17937816920483585,0.06
0,0.28497658854601465,0.32454560299883917,0.1826807042231025,0.061
0,0.28713301675305214,0.3255440658489282,0.1832655376449922,0.062
0,0.2841675037931633,0.32894930609334916,0.19563194297470987,0.063
0,0.287658459328976,0.33087640559609216,0.20225169577597008,0.064
0,0.30623853354501496,0.3352095702831242,0.20485684160162498,0.065
0,0.3143373894555984,0.3568391009461272,0.20972422838746324,0.066
0,0.3107234597935824,0.36048305220526616,0.21231064898558666,0.067
0,0.3162840052287172,0.3642694161421652,0.20417787792752423,0.068
0,0.3182591448157702,0.36949440318137816,0.20891570803239418,0.069
0,0.2926998234216111,0.3742174927451142,0.20942998902532667,0.07
0,0.2957215712107834,0.3703483837981582,0.21351333384647048,0.071
0,0.2959029439934081,0.3718080400399132,0.21813812164584018,0.072
0,0.3003384742564307,0.3734197033555622,0.22417212565935207,0.073
0,0.30583159421737,0.38198356774288117,0.22620754730495574,0.074
0,0.3055562040231056,0.3796990896810072,0.22857473581405335,0.075
0,0.3083997222617321,0.4047649824395322,0.2295448159552163,0.076
0,0.305229845345336,0.40506946474131117,0.2299858182033943,0.077
0,0.2999381243460204,0.40553993418564616,0.24266797603135892,0.078
0,0.3043571039390853,0.4084453622860332,0.2444384633641229,0.079
0,0.32075537338209115,0.4073149906336212,0.24763474532117719,0.08
0,0.32129694253180496,0.4261053298886362,0.2505279871975533,0.081
0,0.32037669842788874,0.42856592683360517,0.2537698569268257,0.082
0,0.3262825325004485,0.4286187974721552,0.2413487748462314,0.083
0,0.3255690800460332,0.43468318005731016,0.24248166916539,0.084
0,0.29727417207516815,0.4367278587856912,0.2444030568435872,0.085
0,0.2970408084415523,0.4234267573414252,0.24863005805604732,0.086
0,0.29972212044200225,0.42779981581734516,0.25278444336846984,0.087
0,0.3045104698946805,0.42881011190042917,0.2544879847094086,0.088
0,0.30517525846613774,0.42840304879094016,0.2550413432779663,0.089
0,0.3056911300501177,0.4327318759949342,0.2559614385808342,0.09
0,0.2992720004264453,0.45345264150212516,0.25703393575407574,0.091
0,0.2997987535593546,0.4484882714342952,0.2571789184251249,0.092
0,0.29339714533181843,0.44794527596875916,0.26830059633010356,0.093
0,0.291299708657847,0.4460001204239812,0.27027530093057295,0.094
0,0.31315183673080915,0.44718746668664616,0.27176112493952975,0.095
0,0.3107473108625884,0.4706081495310002,0.27470757072833163,0.096
0,0.31133151476226056,0.4657687117768012,0.27305710965204366,0.097
0,0.312942459171634,0.4663361002747442,0.25945374780589303,0.098
0,0.30712879118989195,0.46454440374104516,0.26376301905814575,0.099
0,0.2859497974434051,0.4636332092967092,0.2656445585478757,0.1
0,0.2838671437341968,0.4597207880421882,0.26791323084891966,0.101
0,0.284955535194118,0.45928359940904917,0.2690557820623314,0.102
0,0.289344973432868,0.45779241304509716,0.2662604658481494,0.103
0,0.2881986787723518,0.4542785781652962,0.26969975509825017,0.104
0,0.2819024243301764,0.4532762026287992,0.2687712641731797,0.105
0,0.2783577450354525,0.4722671049188842,0.26888649475985826,0.106
0,0.27564474522450955,0.46982071505863815,0.2689647565760703,0.107
0,0.27321022096476816,0.46633197142636523,0.2783127352716765,0.108
0,0.27007301708577075,0.46601107783441015,0.28026855345848833,0.109
0,0.291727095041613,0.4630336458036392,0.2819747690840897,0.11
0,0.2884702911514867,0.48232617006464423,0.2821341313306623,0.111
0,0.28690638440679483,0.48051566770317017,0.2800985652493262,0.112
0,0.2853284009742146,0.4802626740088142,0.26937703806108626,0.113
0,0.2849765297371128,0.48286386734261716,0.26966341470369776,0.114
0,0.26531264641313923,0.48022875215895516,0.27251895090069034,0.115
0,0.2632310693251069,0.46944588905495716,0.27491497936744036,0.116
0,0.26289093366007715,0.4663780379485882,0.27706886362271177,0.117
0,0.2645065637699903,0.46163977976928516,0.27357142030416814,0.118
0,0.26948829457331114,0.46461990988687624,0.2724305080468733,0.119
0,0.25315607073797936,0.4669039980190542,0.27321418268116515,0.12
0,0.25381308628140986,0.4743201080374912,0.27224440386788173,0.121
0,0.2492559176524207,0.4710087647603472,0.2716860219607684,0.122
0,0.24883715266279918,0.46635858182960915,0.28257644064362303,0.123
0,0.2443583176097087,0.46684488386420014,0.2837087782106418,0.124
0,0.2694685140425631,0.46728997119898813,0.28417274558018285,0.125
0,0.26511349626694747,0.4851746823795962,0.28461825479987624,0.126
0,0.2637462960386923,0.4819807596165672,0.2828819395412045,0.127
0,0.2595173771400563,0.4793969880071222,0.2739871489507377,0.128
0,0.2544774743440213,0.4793667802634332,0.2735156271060478,0.129
0,0.24337476989871296,0.48027287751878817,0.27562505899313394,0.13
0,0.23884913112959635,0.4659317623257722,0.2790176051392477,0.131
0,0.2438472668667573,0.4596505526039062,0.2795821490341548,0.132
0,0.2422287092355528,0.4598118549927952,0.27472236077161954,0.133
0,0.24364454865763932,0.4618850081318262,0.27396054498142114,0.134
0,0.22986202721995458,0.4645763765764472,0.27448400580274096,0.135
0,0.22633094463705086,0.47015275751012914,0.27283071501084605,0.136
0,0.22489595285232938,0.46566738310792016,0.27138159496388775,0.137
0,0.21855507173365982,0.4627743237166602,0.2839870577977478,0.138
0,0.21678717740574818,0.45629522944576417,0.2842461005703232,0.139
0,0.2403882493643519,0.45594192427898916,0.28362863857153886,0.14
0,0.24127769577715916,0.47822369966111117,0.2812694743633812,0.141
0,0.22974670332014405,0.4768531357058092,0.27911662487247413,0.142
0,0.23167193069407196,0.47384224912925116,0.27154395383495794,0.143
0,0.22587463801527088,0.47081034457077514,0.272834538646429,0.144
0,0.21662475553729804,0.4693765247351372,0.27433247667920346,0.145
0,0.21583601681227432,0.4533569947072022,0.27409055157872064,0.146
0,0.2151394431845304,0.4535034287666892,0.2755715684968338,0.147
0,0.21688351562694647,0.45136597516095517,0.2712016857614978,0.148
0,0.22324647276235163,0.4537429222921512,0.2694210012309307,0.149
0,0.20386828770397064,0.4544847356201852,0.26828216088113577,0.15
0,0.19944274893461036,0.4581237257702892,0.26713620193072174,0.151
0,0.202668179683397,0.45236009435233115,0.2661997703398698,0.152
0,0.193817527129725,0.44690521422918417,0.28105421514955903,0.153
0,0.1948808969816619,0.4456442584135792,0.28032130573081415,0.154
