,28,40,time
0,-0.0048529526418769585,-0.001279077443385776,0.0
0,-0.012966068856713775,-0.0003079954433857779,0.001
0,-0.013393074973284132,-0.0035449354433857785,0.002
0,-0.015528105556115637,-0.004192323443385777,0.003
0,-0.01382008106898307,-0.005163405443310176,0.004
0,0.009665257538461015,0.0048711085767347215,0.005
0,0.0015521998436351207,0.008755437622534619,0.006
0,0.0006988419389062986,0.010373927262659129,0.007
0,-0.01039923733569487,0.008755642955776625,0.008
0,-0.008247326166225134,0.009080413767077723,0.009
0,0.009311861086856991,-0.008718374813320176,0.01
0,0.0077320690889615615,-0.007733615215304281,0.011
0,0.007572964198393997,-0.010288288279269676,0.012
0,0.007637754128922425,-0.01118336967265688,0.013
0,0.008453160927325364,-0.006829100480828479,0.014
0,-0.005245813962479522,-0.00042421778611827915,0.015
0,-0.0038896590672427046,-0.0016336884270107752,0.016
0,-0.005315546486108505,-0.001342940002606277,0.017
0,0.0003796311442642551,-0.005001316970007975,0.018
0,-0.005102511008969496,-0.005758512177112478,0.019
0,0.02525069473545253,0.011972077334152724,0.02
0,0.02954412403148573,0.01521724187023852,0.021
0,0.03126387536501764,0.017608345397976823,0.022
0,0.03551695315288616,0.02273386977301762,0.023
0,0.03714697450865439,0.024138986727111518,0.024
0,0.0664265848579336,0.010504718914003723,0.025
0,0.0737685985202606,0.014202400921211424,0.026
0,0.0825968603306208,0.017423117561738123,0.027
0,0.09455329832455361,0.02824669401918372,0.028
0,0.10743423897846172,0.03759135786595932,0.029
0,0.1023819522467819,0.04187328269895572,0.03
0,0.10964497177748664,0.04851033684281202,0.031
0,0.12232415131044025,0.05585398298668263,0.032
0,0.1301069541922982,0.06160615472065762,0.033
0,0.14232642307957635,0.06897020322802963,0.034
0,0.17856762756864544,0.09053593773238361,0.035
0,0.184974516730377,0.09746018242458063,0.036
0,0.19181543846727567,0.1075120229025486,0.037
0,0.2003265729748382,0.11742115439353862,0.038
0,0.2126023788922343,0.1274789986558826,0.039
0,0.2503835972332441,0.11402483058787763,0.04
0,0.25684580555904946,0.1249357777176126,0.041
0,0.26483964632516754,0.13558312732209962,0.042
0,0.27989093762506007,0.1462643002830076,0.043
0,0.2921565928991559,0.1592206307219156,0.044
0,0.29094259073045753,0.1669843971040106,0.045
0,0.2954481966341937,0.17600847502595962,0.046
0,0.30480598824551164,0.18336033698549561,0.047
0,0.31558890466609746,0.1896697680439106,0.048
0,0.3260800930386254,0.19945250425767663,0.049
0,0.35420695941893937,0.22208125016145464,0.05
0,0.35854484010220244,0.2326186289904466,0.051
0,0.36385662242906125,0.24108762362285263,0.052
0,0.37184828217283583,0.25006757470548263,0.053
0,0.3735519305423391,0.2576073575236966,0.054
0,0.41124154352977627,0.24201167732291162,0.055
0,0.4131814579611983,0.25538855381007164,0.056
0,0.42164751709524906,0.26536287756419263,0.057
0,0.4289566126946584,0.2793748313864676,0.058
0,0.43639342798913094,0.2873859797467206,0.059
0,0.42901698370449115,0.2880984126509156,0.06
0,0.42946332702857687,0.2938100891981636,0.061
0,0.43175951882775326,0.29934017444656763,0.062
0,0.4410351267889346,0.30954295670820664,0.063
0,0.4521718402258202,0.3150307061381516,0.064
0,0.4651756335403146,0.3352249219331156,0.065
0,0.4668154793230441,0.3432593191628556,0.066
0,0.4681998381539711,0.3488454261185976,0.067
0,0.47147011109381154,0.3545737804404076,0.068
0,0.47407082269177453,0.3562379200888656,0.069
0,0.5080339250699729,0.3496315010844856,0.07
0,0.505472042807742,0.35547302917158763,0.071
0,0.5099462879118952,0.3614642838046736,0.072
0,0.5107879633621126,0.3698734752856546,0.073
0,0.5144085780267967,0.3748766482292256,0.074
0,0.5041612186394285,0.3742105923471506,0.075
0,0.5005484841572454,0.37985483806556464,0.076
0,0.5027224889538108,0.38210140275737464,0.077
0,0.5077003345402801,0.3851614098068386,0.078
0,0.5124989074693042,0.38839047702352764,0.079
0,0.5192591148669258,0.40959494726443163,0.08
0,0.5198735869410465,0.4164086167226066,0.081
0,0.5194719718919151,0.4198402278898556,0.082
0,0.5201948107492382,0.41633244462818764,0.083
0,0.5160693288571482,0.41689401054097663,0.084
0,0.551509393111737,0.4121410986186616,0.085
0,0.547523926636534,0.4159956760356646,0.086
0,0.5476725020486704,0.4223108134640446,0.087
0,0.5489708894303001,0.4252632645200866,0.088
0,0.5471536991530126,0.43068257093185863,0.089
0,0.5353933787664479,0.42465309902403764,0.09
0,0.5316285962618117,0.4265996408668916,0.091
0,0.5358636367299868,0.42616692717279464,0.092
0,0.5340114448660447,0.4298319331674286,0.093
0,0.5358971795416795,0.42756314837723863,0.094
0,0.5449408149994894,0.4504380355194666,0.095
0,0.5372337680637838,0.45120019695945857,0.096
0,0.5384000536170633,0.4508925806706626,0.097
0,0.5339250454052432,0.4521074602976426,0.098
0,0.5272281908037306,0.4496684766971826,0.099
0,0.5640024532814241,0.4442256846093046,0.1
0,0.5579958730161498,0.44678725933882163,0.101
0,0.5578901998334971,0.44893972945537863,0.102
0,0.5547212785758924,0.45359884562931063,0.103
0,0.5527621133273654,0.45914856796599657,0.104
0,0.5413403754185022,0.4455222469467836,0.105
0,0.5358309381486767,0.4470337870604396,0.106
0,0.5383714179522671,0.4458822955272796,0.107
0,0.5357272720239906,0.4475727833362726,0.108
0,0.5402840395907144,0.44822309086289663,0.109
0,0.5439309318068587,0.46660957966355965,0.11
0,0.5342870756819206,0.4671279718559106,0.111
0,0.5309969967596464,0.46369912014377956,0.112
0,0.5272306563639311,0.4611803804937066,0.113
0,0.5238440798994407,0.4598973429736226,0.114
0,0.5554268407221499,0.4575860293944336,0.115
